"team1","team2","Result","outcome","Year.x","Year.x.x","Rk.x","G.x","W.x","L.x","W.L..x","SRS.x","SOS.x","W.1.x","L.1.x","W.2.x","L.2.x","W.3.x","L.3.x","Tm..x","Opp..x","X.x","MP.x","FG.x","FGA.x","FG..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","ORB.x","TRB.x","AST.x","STL.x","BLK.x","TOV.x","PF.x","Year.y","Rk.y","G.y","W.y","L.y","W.L..y","SRS.y","SOS.y","W.1.y","L.1.y","W.2.y","L.2.y","W.3.y","L.3.y","Tm..y","Opp..y","X.y","MP.y","FG.y","FGA.y","FG..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","ORB.y","TRB.y","AST.y","STL.y","BLK.y","TOV.y","PF.y"
"North Carolina","Texas Southern","W 103-64",1,17,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711,17,311,35,23,12,0.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,NA,1410,866,2015,0.43,205,693,0.296,656,893,0.735,401,1228,409,250,111,407,607
"Arizona","North Dakota","W 100-82",1,17,17,13,37,32,5,0.865,18.25,7.63,16,2,15,1,9,1,2833,2440,NA,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625,17,216,32,22,10,0.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,NA,1300,926,1919,0.483,228,585,0.39,498,698,0.713,297,1146,487,251,93,419,672
"Kansas","UC-Davis","W 100-62",1,17,17,141,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,NA,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639,17,41,36,23,13,0.639,-5.21,-4.68,11,5,11,0,6,9,2525,2506,NA,1455,873,2008,0.435,221,635,0.348,558,828,0.674,364,1280,461,202,118,513,688
"Kansas","Purdue","W 98-66",1,17,17,141,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,NA,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639,17,248,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552
"UCLA","Kent State","W 97-80",1,17,17,320,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,NA,1440,1210,2320,0.522,354,872,0.406,459,622,0.738,343,1386,771,212,191,404,583,17,143,36,22,14,0.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,NA,1465,986,2302,0.428,257,803,0.32,543,755,0.719,539,1454,449,230,134,465,685
"Kansas State","Wake Forest","W 95-88",1,17,17,140,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,NA,1405,869,1883,0.461,247,683,0.362,538,775,0.694,330,1132,521,271,130,453,630,17,333,33,19,14,0.576,14.19,9.8,9,9,11,3,5,8,2733,2588,NA,1320,923,1955,0.472,268,697,0.385,619,795,0.779,349,1199,512,183,121,389,668
"Oregon","Iona","W 93-77",1,17,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614,17,131,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,NA,1415,979,2155,0.454,342,862,0.397,513,668,0.768,337,1250,541,239,108,421,669
"South Carolina","Marquette","W 93-73",1,17,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751,17,165,32,19,13,0.594,15.26,8.6,10,8,14,3,4,6,2631,2418,NA,1285,919,1888,0.487,336,783,0.429,457,585,0.781,280,1058,525,231,115,396,620
"Michigan","Oklahoma State","W 92-91",1,17,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571,17,231,33,20,13,0.606,19.19,12.22,9,9,11,5,7,5,2828,2589,NA,1320,957,2050,0.467,294,732,0.402,620,786,0.789,454,1215,486,252,99,432,730
"North Carolina","Butler","W 92-80",1,17,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711,17,36,34,25,9,0.735,17.7,10.23,12,6,13,3,7,4,2595,2341,NA,1370,906,1898,0.477,261,714,0.366,522,704,0.741,287,1091,453,206,96,346,640
"Baylor","New Mexico State","W 91-73",1,17,17,22,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,2550,2228,NA,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617,17,201,34,28,6,0.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,NA,1365,913,1957,0.467,252,747,0.337,600,843,0.712,436,1339,505,166,128,465,627
"Oklahoma State","Michigan","L 91-92",0,17,17,231,33,20,13,0.606,19.19,12.22,9,9,11,5,7,5,2828,2589,NA,1320,957,2050,0.467,294,732,0.402,620,786,0.789,454,1215,486,252,99,432,730,17,178,38,26,12,0.684,18.8,10.17,10,8,15,3,3,8,2851,2523,NA,1535,1002,2076,0.483,361,937,0.385,486,624,0.779,280,1111,527,220,108,348,571
"Xavier","Florida State","W 91-66",1,17,17,349,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,NA,1525,981,2148,0.457,267,775,0.345,607,882,0.688,451,1416,560,228,100,478,711,17,96,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,2873,2523,NA,1400,1036,2146,0.483,233,671,0.347,568,824,0.689,409,1324,511,259,180,415,684
"Kansas","Michigan State","W 90-70",1,17,17,141,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,NA,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639,17,177,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,NA,1405,905,1927,0.47,273,732,0.373,432,646,0.669,328,1275,591,151,162,490,699
"Wake Forest","Kansas State","L 88-95",0,17,17,333,33,19,14,0.576,14.19,9.8,9,9,11,3,5,8,2733,2588,NA,1320,923,1955,0.472,268,697,0.385,619,795,0.779,349,1199,512,183,121,389,668,17,140,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,NA,1405,869,1883,0.461,247,683,0.362,538,775,0.694,330,1132,521,271,130,453,630
"South Carolina","Duke","W 88-81",1,17,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751,17,80,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,2991,2597,NA,1480,1019,2144,0.475,311,822,0.378,642,842,0.762,390,1341,484,226,172,421,675
"Duke","Troy","W 87-65",1,17,17,80,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,2991,2597,NA,1480,1019,2144,0.475,311,822,0.378,642,842,0.762,390,1341,484,226,172,421,675,17,317,37,22,15,0.595,-0.47,-3.36,10,8,10,4,6,10,2889,2667,NA,1485,982,2153,0.456,311,867,0.359,614,847,0.725,409,1362,484,221,129,462,654
"Florida State","Florida Gulf Coast","W 86-80",1,17,17,96,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,2873,2523,NA,1400,1036,2146,0.483,233,671,0.347,568,824,0.689,409,1324,511,259,180,415,684,17,94,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,NA,1370,1007,2017,0.499,221,636,0.347,466,664,0.702,379,1269,527,207,116,421,635
"West Virginia","Bucknell","W 86-80",1,17,17,337,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,NA,1505,1059,2333,0.454,275,759,0.362,621,907,0.685,534,1387,607,371,176,455,756,17,34,35,26,9,0.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,NA,1400,942,1961,0.48,286,754,0.379,497,730,0.681,302,1203,510,252,134,466,655
"Kentucky","UCLA","W 86-75",1,17,17,144,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,NA,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716,17,320,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,NA,1440,1210,2320,0.522,354,872,0.406,459,622,0.738,343,1386,771,212,191,404,583
"Saint Mary's (CA)","Virginia Commonwealth","W 85-77",1,17,17,262,34,29,5,0.853,16.75,2.19,16,2,15,2,10,1,2449,1954,NA,1360,892,1797,0.496,293,744,0.394,372,499,0.745,324,1205,563,143,110,365,512,17,328,35,26,9,0.743,11.57,3.77,14,4,15,1,7,4,2616,2343,NA,1420,945,2050,0.461,199,602,0.331,527,747,0.705,386,1275,525,263,138,435,728
"Iowa State","Nevada","W 84-73",1,17,17,132,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,NA,1425,1031,2186,0.472,344,860,0.4,423,604,0.7,318,1219,553,272,124,355,557,17,199,35,28,7,0.8,10.49,2.03,14,4,13,1,8,4,2792,2496,NA,1405,933,2082,0.448,320,837,0.382,606,859,0.705,386,1351,559,189,152,386,581
"Wisconsin","Virginia Tech","W 84-74",1,17,17,345,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,NA,1500,971,2135,0.455,283,788,0.359,453,703,0.644,460,1377,504,250,130,411,602,17,330,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,NA,1330,887,1813,0.489,290,720,0.403,546,741,0.737,240,1068,497,131,91,398,543
"Rhode Island","Creighton","W 84-72",1,17,17,251,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,NA,1405,916,2019,0.454,217,653,0.332,528,791,0.668,409,1301,467,227,206,389,725,17,69,35,25,10,0.714,17.27,8.95,10,8,13,4,7,4,2864,2549,NA,1400,1078,2137,0.504,304,766,0.397,404,592,0.682,289,1223,598,213,102,435,582
"Florida","Wisconsin","W 84-83 (OT)",1,17,17,97,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,NA,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661,17,345,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,NA,1500,971,2135,0.455,283,788,0.359,453,703,0.644,460,1377,504,250,130,411,602
"West Virginia","Notre Dame","W 83-71",1,17,17,337,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,NA,1505,1059,2333,0.454,275,759,0.362,621,907,0.685,534,1387,607,371,176,455,756,17,227,36,26,10,0.722,17.81,9.78,12,6,16,2,5,4,2783,2494,NA,1445,980,2139,0.458,334,869,0.384,489,611,0.8,334,1212,566,255,134,341,533
"Wisconsin","Florida","L 83-84 (OT)",0,17,17,345,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,NA,1500,971,2135,0.455,283,788,0.359,453,703,0.644,460,1377,504,250,130,411,602,17,97,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,NA,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661
"Gonzaga","Xavier","W 83-59",1,17,17,109,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,NA,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660,17,349,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,NA,1525,981,2148,0.457,267,775,0.345,607,882,0.688,451,1416,560,228,100,478,711
"North Dakota","Arizona","L 82-100",0,17,17,216,32,22,10,0.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,NA,1300,926,1919,0.483,228,585,0.39,498,698,0.713,297,1146,487,251,93,419,672,17,13,37,32,5,0.865,18.25,7.63,16,2,15,1,9,1,2833,2440,NA,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625
"Baylor","Southern California","W 82-78",1,17,17,22,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,2550,2228,NA,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617,17,284,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,NA,1445,975,2139,0.456,283,782,0.362,583,787,0.741,387,1286,550,252,190,398,571
"Middle Tennessee","Minnesota","W 81-72",1,17,17,179,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,NA,1445,1014,2077,0.488,228,622,0.367,441,631,0.699,355,1273,552,242,100,374,655,17,181,34,24,10,0.706,14.56,8.82,11,7,17,3,5,5,2556,2361,NA,1390,887,2037,0.435,209,610,0.343,573,806,0.711,378,1341,507,194,227,393,577
"Duke","South Carolina","L 81-88",0,17,17,80,37,28,9,0.757,21.56,10.91,11,7,15,1,4,6,2991,2597,NA,1480,1019,2144,0.475,311,822,0.378,642,842,0.762,390,1341,484,226,172,421,675,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751
"Florida","East Tennessee State","W 80-65",1,17,17,97,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,NA,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661,17,83,35,27,8,0.771,7.31,-2.11,14,4,13,2,8,5,2782,2438,NA,1415,960,1967,0.488,265,693,0.382,597,850,0.702,357,1269,516,293,162,519,698
"Florida Gulf Coast","Florida State","L 80-86",0,17,17,94,34,26,8,0.765,2.26,-3.42,12,2,16,3,10,3,2701,2356,NA,1370,1007,2017,0.499,221,636,0.347,466,664,0.702,379,1269,527,207,116,421,635,17,96,35,26,9,0.743,18.87,8.87,12,6,18,0,3,6,2873,2523,NA,1400,1036,2146,0.483,233,671,0.347,568,824,0.689,409,1324,511,259,180,415,684
"Purdue","Vermont","W 80-70",1,17,17,248,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552,17,326,35,29,6,0.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,NA,1400,943,1909,0.494,229,621,0.369,456,651,0.7,326,1192,476,199,151,392,555
"Bucknell","West Virginia","L 80-86",0,17,17,34,35,26,9,0.743,5.89,-2.48,15,3,14,2,9,6,2669,2376,NA,1400,942,1961,0.48,286,754,0.379,497,730,0.681,302,1203,510,252,134,466,655,17,337,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,NA,1505,1059,2333,0.454,275,759,0.362,621,907,0.685,534,1387,607,371,176,455,756
"Kent State","UCLA","L 80-97",0,17,17,143,36,22,14,0.611,0.88,-1.63,10,8,10,6,7,5,2772,2628,NA,1465,986,2302,0.428,257,803,0.32,543,755,0.719,539,1454,449,230,134,465,685,17,320,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,NA,1440,1210,2320,0.522,354,872,0.406,459,622,0.738,343,1386,771,212,191,404,583
"Purdue","Iowa State","W 80-76",1,17,17,248,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552,17,132,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,NA,1425,1031,2186,0.472,344,860,0.4,423,604,0.7,318,1219,553,272,124,355,557
"Butler","North Carolina","L 80-92",0,17,17,36,34,25,9,0.735,17.7,10.23,12,6,13,3,7,4,2595,2341,NA,1370,906,1898,0.477,261,714,0.366,522,704,0.741,287,1091,453,206,96,346,640,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711
"Kentucky","Northern Kentucky","W 79-70",1,17,17,144,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,NA,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716,17,224,35,24,11,0.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,NA,1400,928,2037,0.456,300,859,0.349,503,740,0.68,391,1319,486,200,98,468,622
"Gonzaga","Northwestern","W 79-73",1,17,17,109,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,NA,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660,17,226,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,NA,1440,913,2094,0.436,256,747,0.343,476,637,0.747,386,1304,540,190,175,383,691
"UCLA","Cincinnati","W 79-67",1,17,17,320,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,NA,1440,1210,2320,0.522,354,872,0.406,459,622,0.738,343,1386,771,212,191,404,583,17,56,36,30,6,0.833,18.43,5.49,16,2,18,0,8,3,2674,2208,NA,1450,969,2116,0.458,264,764,0.346,472,688,0.686,437,1328,557,261,173,361,566
"Louisville","Jacksonville State","W 78-63",1,17,17,158,34,25,9,0.735,22.47,11.15,12,6,16,1,5,5,2628,2243,NA,1370,952,2085,0.457,238,670,0.355,486,708,0.686,457,1343,461,227,186,374,652,17,137,35,20,15,0.571,-2.85,-3.24,9,7,5,5,10,9,2434,2378,NA,1410,857,1869,0.459,258,685,0.377,462,647,0.714,355,1244,493,157,134,477,628
"Michigan State","Miami (FL)","W 78-58",1,17,17,177,35,20,15,0.571,13.67,10.5,10,8,14,2,2,7,2515,2404,NA,1405,905,1927,0.47,273,732,0.373,432,646,0.669,328,1275,591,151,162,490,699,17,175,33,21,12,0.636,14.48,9.57,10,8,14,2,4,6,2278,2116,NA,1325,813,1800,0.452,209,587,0.356,443,617,0.718,363,1176,389,213,125,417,513
"Southern California","Baylor","L 78-82",0,17,17,284,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,NA,1445,975,2139,0.456,283,782,0.362,583,787,0.741,387,1286,550,252,190,398,571,17,22,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,2550,2228,NA,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617
"Virginia Commonwealth","Saint Mary's (CA)","L 77-85",0,17,17,328,35,26,9,0.743,11.57,3.77,14,4,15,1,7,4,2616,2343,NA,1420,945,2050,0.461,199,602,0.331,527,747,0.705,386,1275,525,263,138,435,728,17,262,34,29,5,0.853,16.75,2.19,16,2,15,2,10,1,2449,1954,NA,1360,892,1797,0.496,293,744,0.394,372,499,0.745,324,1205,563,143,110,365,512
"Arkansas","Seton Hall","W 77-71",1,17,17,17,36,26,10,0.722,14.04,8.6,12,6,15,3,6,5,2855,2659,NA,1440,997,2165,0.461,233,638,0.365,628,825,0.761,401,1298,497,278,170,428,739,17,273,33,21,12,0.636,12.1,9.25,10,8,12,2,4,6,2417,2323,NA,1335,872,1949,0.447,202,598,0.338,471,733,0.643,439,1311,405,228,82,449,613
"Iona","Oregon","L 77-93",0,17,17,131,35,22,13,0.629,1.08,-2.47,12,8,8,4,7,7,2813,2689,NA,1415,979,2155,0.454,342,862,0.397,513,668,0.768,337,1250,541,239,108,421,669,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"South Carolina","Florida","W 77-70",1,17,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751,17,97,36,27,9,0.75,22.4,11.01,14,4,9,1,8,4,2804,2394,NA,1455,953,2118,0.45,278,776,0.358,620,851,0.729,416,1331,450,272,167,431,661
"Gonzaga","South Carolina","W 77-73",1,17,17,109,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,NA,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751
"North Carolina","Oregon","W 77-76",1,17,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614
"Butler","Winthrop","W 76-64",1,17,17,36,34,25,9,0.735,17.7,10.23,12,6,13,3,7,4,2595,2341,NA,1370,906,1898,0.477,261,714,0.366,522,704,0.741,287,1091,453,206,96,346,640,17,344,33,26,7,0.788,1.34,-6.12,15,3,13,3,12,3,2615,2322,NA,1350,891,1957,0.455,313,839,0.373,520,725,0.717,316,1224,423,216,169,430,605
"Xavier","Maryland","W 76-65",1,17,17,349,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,NA,1525,981,2148,0.457,267,775,0.345,607,882,0.688,451,1416,560,228,100,478,711,17,169,33,24,9,0.727,12.79,8.29,12,6,13,5,8,2,2438,2246,NA,1325,827,1840,0.449,272,757,0.359,512,732,0.699,351,1173,472,180,154,426,613
"Villanova","Mount St. Mary's","W 76-56",1,17,17,327,36,32,4,0.889,23.8,9.28,15,3,14,1,9,2,2779,2256,NA,1440,965,1948,0.495,311,843,0.369,538,681,0.79,316,1208,505,259,109,402,515,17,193,36,20,16,0.556,-4.29,-3.51,14,4,11,4,8,11,2446,2474,NA,1445,877,1977,0.444,261,730,0.358,431,640,0.673,276,1082,403,222,142,472,640
"Virginia","North Carolina-Wilmington","W 76-71",1,17,17,331,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,NA,1380,839,1823,0.46,232,602,0.385,336,474,0.709,297,1119,473,190,138,324,556,17,213,35,29,6,0.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,NA,1405,1071,2231,0.48,336,917,0.366,489,708,0.691,422,1261,564,234,115,363,699
"Iowa State","Purdue","L 76-80",0,17,17,132,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,NA,1425,1031,2186,0.472,344,860,0.4,423,604,0.7,318,1219,553,272,124,355,557,17,248,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552
"Oregon","North Carolina","L 76-77",0,17,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711
"Southern California","Providence","W 75-71",1,17,17,284,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,NA,1445,975,2139,0.456,283,782,0.362,583,787,0.741,387,1286,550,252,190,398,571,17,247,33,20,13,0.606,11.24,7.84,10,8,15,3,4,7,2319,2207,NA,1325,804,1795,0.448,239,645,0.371,472,683,0.691,294,1101,471,218,98,412,569
"Cincinnati","Kansas State","W 75-61",1,17,17,56,36,30,6,0.833,18.43,5.49,16,2,18,0,8,3,2674,2208,NA,1450,969,2116,0.458,264,764,0.346,472,688,0.686,437,1328,557,261,173,361,566,17,140,35,21,14,0.6,14.8,10.48,8,10,11,5,5,6,2523,2372,NA,1405,869,1883,0.461,247,683,0.362,538,775,0.694,330,1132,521,271,130,453,630
"Oregon","Rhode Island","W 75-72",1,17,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614,17,251,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,NA,1405,916,2019,0.454,217,653,0.332,528,791,0.668,409,1301,467,227,206,389,725
"UCLA","Kentucky","L 75-86",0,17,17,320,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,NA,1440,1210,2320,0.522,354,872,0.406,459,622,0.738,343,1386,771,212,191,404,583,17,144,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,NA,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716
"North Carolina","Kentucky","W 75-73",1,17,17,214,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,NA,1605,1226,2633,0.466,283,798,0.355,642,916,0.701,630,1748,722,283,139,473,711,17,144,38,32,6,0.842,23.88,10.49,16,2,15,2,7,3,3225,2716,NA,1525,1134,2396,0.473,267,757,0.353,690,980,0.704,470,1512,585,229,200,443,716
"Virginia Tech","Wisconsin","L 74-84",0,17,17,330,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,NA,1330,887,1813,0.489,290,720,0.403,546,741,0.737,240,1068,497,131,91,398,543,17,345,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,NA,1500,971,2135,0.455,283,788,0.359,453,703,0.644,460,1377,504,250,130,411,602
"Butler","Middle Tennessee","W 74-65",1,17,17,36,34,25,9,0.735,17.7,10.23,12,6,13,3,7,4,2595,2341,NA,1370,906,1898,0.477,261,714,0.366,522,704,0.741,287,1091,453,206,96,346,640,17,179,36,31,5,0.861,9.8,-0.48,17,1,13,2,11,2,2697,2299,NA,1445,1014,2077,0.488,228,622,0.367,441,631,0.699,355,1273,552,242,100,374,655
"Oregon","Kansas","W 74-60",1,17,17,236,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,NA,1565,1091,2270,0.481,334,880,0.38,560,787,0.712,412,1431,614,253,248,454,614,17,141,36,31,5,0.861,23.53,12.23,16,2,14,1,10,1,2995,2588,NA,1455,1071,2193,0.488,318,787,0.404,535,789,0.678,428,1393,584,250,162,456,639
"Nevada","Iowa State","L 73-84",0,17,17,199,35,28,7,0.8,10.49,2.03,14,4,13,1,8,4,2792,2496,NA,1405,933,2082,0.448,320,837,0.382,606,859,0.705,386,1351,559,189,152,386,581,17,132,35,24,11,0.686,20.51,11.94,12,6,12,3,5,6,2829,2529,NA,1425,1031,2186,0.472,344,860,0.4,423,604,0.7,318,1219,553,272,124,355,557
"New Mexico State","Baylor","L 73-91",0,17,17,201,34,28,6,0.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,NA,1365,913,1957,0.467,252,747,0.337,600,843,0.712,436,1339,505,166,128,465,627,17,22,35,27,8,0.771,19.75,11.87,12,6,15,2,6,4,2550,2228,NA,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617
"Marquette","South Carolina","L 73-93",0,17,17,165,32,19,13,0.594,15.26,8.6,10,8,14,3,4,6,2631,2418,NA,1285,919,1888,0.487,336,783,0.429,457,585,0.781,280,1058,525,231,115,396,620,17,278,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751
"Northwestern","Gonzaga","L 73-79",0,17,17,226,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,NA,1440,913,2094,0.436,256,747,0.343,476,637,0.747,386,1304,540,190,175,383,691,17,109,39,37,2,0.949,25.26,4.13,17,1,15,1,10,0,3222,2398,NA,1560,1149,2280,0.504,286,749,0.382,638,890,0.717,378,1587,595,265,183,448,660
