,team1,team2,Result,year,outcome,Year.x,Random.x,Season.x,SeasonStart.x,Year.y,Random.y,Season.y,SeasonStart.y,Year,List,T1MinutesPlayed,T2MinutesPlayed,T1FieldGoals,T2FieldGoals,T1FieldGoalAttpt,T2FieldGoalAttpt,T1FieldGoalPct,T2FieldGoalPct,T1FieldGoals2P,T2FieldGoals2P,T1FieldGoalAttpt2P,T2FieldGoalAttpt2P,T1FieldGoals2PPct,T2FieldGoals2PPct,T1FieldGoals3P,T2FieldGoals3P,T1FieldGoalAttpt3P,T2FieldGoalAttpt3P,T1FieldGoals3PPct,T2FieldGoals3PPct,T1FreeThrows,T2FreeThrows,T1FreeThrowAttpt,T2FreeThrowAttpt,T1FreeThrowPct,T2FreeThrowPct,T1GamesPlayed,T2GamesPlayed,T1GamesWon,T2GamesWon,T1GamesLost,T2GamesLost,T1WinLossRatio,T2WinLossRatio,T1PointsScored,T2PointsScored
945,Gonzaga,Ohio State,W 90-84,2018,1,18,18,2017-18,2017,18,539,2017-18,2017,18,945,7497,6875,1125,951,2261,1980,0.498,0.48,797,712,1370,1302,0.582,0.547,328,239,891,678,0.368,0.353,513,450,725,616,0.708,0.731,37,34,32,25,5,9,0.865,0.735,3091,2591
946,Villanova,West Virginia,W 90-78,2018,1,18,1,2017-18,2017,18,59,2017-18,2017,18,946,8075,7425,1220,1036,2440,2374,0.5,0.436,756,714,1282,1463,0.59,0.488,464,322,1158,911,0.401,0.353,559,570,718,744,0.779,0.766,40,37,36,26,4,11,0.9,0.703,3463,2964
947,Duke,Iona,W 89-67,2018,1,18,11,2017-18,2017,18,313,2017-18,2017,18,947,7450,6925,1125,957,2288,2076,0.492,0.461,816,633,1457,1230,0.56,0.515,309,324,831,846,0.372,0.383,562,462,791,626,0.71,0.738,37,34,29,20,8,14,0.784,0.588,3121,2702
948,Buffalo,Arizona,W 89-68,2018,1,18,28,2017-18,2017,18,147,2017-18,2017,18,948,7275,7100,1105,1009,2334,2003,0.473,0.504,754,772,1386,1361,0.544,0.567,351,237,948,642,0.37,0.369,486,563,695,741,0.699,0.76,36,35,27,27,9,8,0.75,0.771,3047,2818
949,Villanova,Radford,W 87-61,2018,1,18,1,2017-18,2017,18,1047,2017-18,2017,18,949,8075,7325,1220,850,2440,2000,0.5,0.425,756,573,1282,1207,0.59,0.475,464,277,1158,793,0.401,0.349,559,445,718,614,0.779,0.725,40,36,36,23,4,13,0.9,0.639,3463,2422
950,Nevada,Texas,W 87-83 (OT),2018,1,18,27,2017-18,2017,18,939,2017-18,2017,18,950,7500,7050,1049,882,2238,2010,0.469,0.439,695,637,1334,1244,0.521,0.512,354,245,904,766,0.392,0.32,603,441,812,663,0.743,0.665,37,34,29,19,8,15,0.784,0.559,3055,2450
951,Duke,Rhode Island,W 87-62,2018,1,18,11,2017-18,2017,18,559,2017-18,2017,18,951,7450,6849,1125,954,2288,2096,0.492,0.455,816,718,1457,1426,0.56,0.504,309,236,831,670,0.372,0.352,562,439,791,630,0.71,0.697,37,34,29,26,8,8,0.784,0.765,3121,2583
952,Alabama,Virginia Tech,W 86-83,2018,1,18,510,2017-18,2017,18,432,2017-18,2017,18,952,7177,6676,910,931,1975,1865,0.461,0.499,681,642,1273,1120,0.535,0.573,229,289,702,745,0.326,0.388,555,483,828,681,0.67,0.709,36,33,20,21,16,12,0.556,0.636,2604,2634
953,Texas A&M,UNC,W 86-65,2018,1,18,444,2017-18,2017,18,35,2017-18,2017,18,953,7001,7425,976,1105,2121,2417,0.46,0.457,746,800,1421,1568,0.525,0.51,230,305,700,849,0.329,0.359,449,503,679,677,0.661,0.743,35,37,22,26,13,11,0.629,0.703,2631,3018
954,West Virginia,Murray State,W 85-68,2018,1,18,59,2017-18,2017,18,732,2017-18,2017,18,954,7425,6400,1036,870,2374,1803,0.436,0.483,714,599,1463,1084,0.488,0.553,322,271,911,719,0.353,0.377,570,504,744,687,0.766,0.734,37,32,26,26,11,6,0.703,0.813,2964,2515
955,Kansas,Duke,W 85-81 (OT),2018,1,18,9,2017-18,2017,18,11,2017-18,2017,18,955,7825,7450,1165,1125,2366,2288,0.492,0.492,774,816,1392,1457,0.556,0.56,391,309,974,831,0.401,0.372,453,562,640,791,0.708,0.71,39,37,31,29,8,8,0.795,0.784,3174,3121
956,UNC,Lipscomb,W 84-66,2018,1,18,35,2017-18,2017,18,299,2017-18,2017,18,956,7425,6700,1105,924,2417,2040,0.457,0.453,800,657,1568,1227,0.51,0.535,305,267,849,813,0.359,0.328,503,593,677,826,0.743,0.718,37,33,26,23,11,10,0.703,0.697,3018,2708
957,Ohio State,Gonzaga,L 84-90,2018,0,18,539,2017-18,2017,18,18,2017-18,2017,18,957,6875,7497,951,1125,1980,2261,0.48,0.498,712,797,1302,1370,0.547,0.582,239,328,678,891,0.353,0.368,450,513,616,725,0.731,0.708,34,37,25,32,9,5,0.735,0.865,2591,3091
958,Clemson,Auburn,W 84-53,2018,1,18,556,2017-18,2017,18,183,2017-18,2017,18,958,7051,6800,899,906,1971,2102,0.456,0.431,611,582,1185,1194,0.516,0.487,288,324,786,908,0.366,0.357,498,647,660,836,0.755,0.774,35,34,25,26,10,8,0.714,0.765,2584,2783
959,Rhode Island,Oklahoma,W 83-78 (OT),2018,1,18,559,2017-18,2017,18,285,2017-18,2017,18,959,6849,6475,954,954,2096,2063,0.455,0.462,718,654,1426,1227,0.504,0.533,236,300,670,836,0.352,0.359,439,510,630,684,0.697,0.746,34,32,26,18,8,14,0.765,0.563,2583,2718
960,NC State,Seton Hall,L 83-94,2018,0,18,351,2017-18,2017,18,317,2017-18,2017,18,960,6625,6850,965,971,2054,2073,0.47,0.468,702,721,1347,1388,0.521,0.519,263,250,707,685,0.372,0.365,489,509,703,729,0.696,0.698,33,34,21,22,12,12,0.636,0.647,2682,2701
961,Virginia Tech,Alabama,L 83-86,2018,0,18,432,2017-18,2017,18,510,2017-18,2017,18,961,6676,7177,931,910,1865,1975,0.499,0.461,642,681,1120,1273,0.573,0.535,289,229,745,702,0.388,0.326,483,555,681,828,0.709,0.67,33,36,21,20,12,16,0.636,0.556,2634,2604
962,Texas,Nevada,L 83-87 (OT),2018,0,18,939,2017-18,2017,18,27,2017-18,2017,18,962,7050,7500,882,1049,2010,2238,0.439,0.469,637,695,1244,1334,0.512,0.521,245,354,766,904,0.32,0.392,441,603,663,812,0.665,0.743,34,37,19,29,15,8,0.559,0.784,2450,3055
963,Texas Southern,Xavier,L 83-102,2018,0,18,179,2017-18,2017,18,64,2017-18,2017,18,963,7251,7075,925,1011,2111,2055,0.438,0.492,645,737,1330,1319,0.485,0.559,280,274,781,736,0.359,0.372,657,657,906,843,0.725,0.779,36,35,16,29,20,6,0.444,0.829,2787,2953
964,Kansas,Seton Hall,W 83-79,2018,1,18,9,2017-18,2017,18,317,2017-18,2017,18,964,7825,6850,1165,971,2366,2073,0.492,0.468,774,721,1392,1388,0.556,0.519,391,250,974,685,0.401,0.365,453,509,640,729,0.708,0.698,39,34,31,22,8,12,0.795,0.647,3174,2701
965,Michigan State,Bucknell,W 82-78,2018,1,18,161,2017-18,2017,18,122,2017-18,2017,18,965,7025,7100,991,965,1996,2050,0.496,0.471,701,685,1271,1246,0.552,0.55,290,280,725,804,0.4,0.348,535,627,716,872,0.747,0.719,35,35,30,25,5,10,0.857,0.714,2807,2837
966,Ohio State,S Dakota St.,W 81-73,2018,1,18,539,2017-18,2017,18,62,2017-18,2017,18,966,6875,7075,951,1003,1980,2147,0.48,0.467,712,629,1302,1220,0.547,0.516,239,374,678,927,0.353,0.403,450,578,616,759,0.731,0.762,34,35,25,28,9,7,0.735,0.8,2591,2958
967,Marshall,Wichita State,W 81-75,2018,1,18,36,2017-18,2017,18,260,2017-18,2017,18,967,7275,6650,1042,957,2232,2009,0.467,0.476,680,657,1220,1222,0.557,0.538,362,300,1012,787,0.358,0.381,571,517,747,700,0.764,0.739,36,33,25,25,11,8,0.694,0.758,3017,2731
968,Villanova,Alabama,W 81-58,2018,1,18,1,2017-18,2017,18,510,2017-18,2017,18,968,8075,7177,1220,910,2440,1975,0.5,0.461,756,681,1282,1273,0.59,0.535,464,229,1158,702,0.401,0.326,559,555,718,828,0.779,0.67,40,36,36,20,4,16,0.9,0.556,3463,2604
969,Duke,Kansas,L 81-85 (OT),2018,0,18,11,2017-18,2017,18,9,2017-18,2017,18,969,7450,7825,1125,1165,2288,2366,0.492,0.492,816,774,1457,1392,0.56,0.556,309,391,831,974,0.372,0.401,562,453,791,640,0.71,0.708,37,39,29,31,8,8,0.784,0.795,3121,3174
970,Kansas,Clemson,W 80-76,2018,1,18,9,2017-18,2017,18,556,2017-18,2017,18,970,7825,7051,1165,899,2366,1971,0.492,0.456,774,611,1392,1185,0.556,0.516,391,288,974,786,0.401,0.366,453,498,640,660,0.708,0.755,39,35,31,25,8,10,0.795,0.714,3174,2584
971,Butler,Arkansas,W 79-62,2018,1,18,216,2017-18,2017,18,144,2017-18,2017,18,971,7150,7075,1020,1005,2155,2119,0.473,0.474,733,736,1350,1438,0.543,0.512,287,269,805,681,0.357,0.395,436,540,562,793,0.776,0.681,35,35,21,23,14,12,0.6,0.657,2763,2819
972,Clemson,New Mexico St.,W 79-68,2018,1,18,556,2017-18,2017,18,588,2017-18,2017,18,972,7051,6825,899,963,1971,2104,0.456,0.458,611,705,1185,1331,0.516,0.53,288,258,786,773,0.366,0.334,498,388,660,603,0.755,0.643,35,34,25,28,10,6,0.714,0.824,2584,2572
973,Seton Hall,Kansas,L 79-83,2018,0,18,317,2017-18,2017,18,9,2017-18,2017,18,973,6850,7825,971,1165,2073,2366,0.468,0.492,721,774,1388,1392,0.519,0.556,250,391,685,974,0.365,0.401,509,453,729,640,0.698,0.708,34,39,22,31,12,8,0.647,0.795,2701,3174
974,Kansas,Villanova,L 79-95,2018,0,18,9,2017-18,2017,18,1,2017-18,2017,18,974,7825,8075,1165,1220,2366,2440,0.492,0.5,774,756,1392,1282,0.556,0.59,391,464,974,1158,0.401,0.401,453,559,640,718,0.708,0.779,39,40,31,36,8,4,0.795,0.9,3174,3463
975,Villanova,Michigan,W 79-62,2018,1,18,1,2017-18,2017,18,34,2017-18,2017,18,975,8075,8275,1220,1092,2440,2335,0.5,0.468,756,731,1282,1324,0.59,0.552,464,361,1158,1011,0.401,0.357,559,474,718,717,0.779,0.661,40,41,36,33,4,8,0.9,0.805,3463,3019
976,Oklahoma,Rhode Island,L 78-83 (OT),2018,0,18,285,2017-18,2017,18,559,2017-18,2017,18,976,6475,6849,954,954,2063,2096,0.462,0.455,654,718,1227,1426,0.533,0.504,300,236,836,670,0.359,0.352,510,439,684,630,0.746,0.697,32,34,18,26,14,8,0.563,0.765,2718,2583
977,Kentucky,Davidson,W 78-73,2018,1,18,118,2017-18,2017,18,720,2017-18,2017,18,977,7425,6675,998,899,2115,1874,0.472,0.48,803,546,1569,967,0.512,0.565,195,353,546,907,0.357,0.389,649,368,930,461,0.698,0.798,37,33,26,21,11,12,0.703,0.636,2840,2519
978,Bucknell,Michigan State,L 78-82,2018,0,18,122,2017-18,2017,18,161,2017-18,2017,18,978,7100,7025,965,991,2050,1996,0.471,0.496,685,701,1246,1271,0.55,0.552,280,290,804,725,0.348,0.4,627,535,872,716,0.719,0.747,35,35,25,30,10,5,0.714,0.857,2837,2807
979,West Virginia,Villanova,L 78-90,2018,0,18,59,2017-18,2017,18,1,2017-18,2017,18,979,7425,8075,1036,1220,2374,2440,0.436,0.5,714,756,1463,1282,0.488,0.59,322,464,911,1158,0.353,0.401,570,559,744,718,0.766,0.779,37,40,26,36,11,4,0.703,0.9,2964,3463
980,Texas Tech,Purdue,W 78-65,2018,1,18,225,2017-18,2017,18,55,2017-18,2017,18,980,7450,7425,964,1033,2096,2097,0.46,0.493,712,680,1394,1257,0.511,0.541,252,353,702,840,0.359,0.42,579,555,823,747,0.704,0.743,37,37,27,30,10,7,0.73,0.811,2759,2974
981,Loyola (IL),Kansas State,W 78-62,2018,1,18,281,2017-18,2017,18,448,2017-18,2017,18,981,7600,7425,995,937,1963,2025,0.507,0.463,718,683,1263,1280,0.568,0.534,277,254,700,745,0.396,0.341,454,502,626,684,0.725,0.734,38,37,32,25,6,12,0.842,0.676,2721,2630
982,Florida,St. Bonaventure,W 77-62,2018,1,18,576,2017-18,2017,18,477,2017-18,2017,18,982,6874,6898,893,884,2065,1959,0.432,0.451,585,629,1233,1298,0.474,0.485,308,255,832,661,0.37,0.386,483,597,673,794,0.718,0.752,34,34,21,26,13,8,0.618,0.765,2577,2620
983,Kansas,Penn,W 76-60,2018,1,18,9,2017-18,2017,18,758,2017-18,2017,18,983,7825,6775,1165,893,2366,1948,0.492,0.458,774,602,1392,1117,0.556,0.539,391,291,974,831,0.401,0.35,453,429,640,651,0.708,0.659,39,33,31,24,8,9,0.795,0.727,3174,2506
984,Purdue,Butler,W 76-73,2018,1,18,55,2017-18,2017,18,216,2017-18,2017,18,984,7425,7150,1033,1020,2097,2155,0.493,0.473,680,733,1257,1350,0.541,0.543,353,287,840,805,0.42,0.357,555,436,747,562,0.743,0.776,37,35,30,21,7,14,0.811,0.6,2974,2763
985,Clemson,Kansas,L 76-80,2018,0,18,556,2017-18,2017,18,9,2017-18,2017,18,985,7051,7825,899,1165,1971,2366,0.456,0.492,611,774,1185,1392,0.516,0.556,288,391,786,974,0.366,0.401,498,453,660,640,0.755,0.708,35,39,25,31,10,8,0.714,0.795,2584,3174
986,Wichita State,Marshall,L 75-81,2018,0,18,260,2017-18,2017,18,36,2017-18,2017,18,986,6650,7275,957,1042,2009,2232,0.476,0.467,657,680,1222,1220,0.538,0.557,300,362,787,1012,0.381,0.358,517,571,700,747,0.739,0.764,33,36,25,25,8,11,0.758,0.694,2731,3017
987,Buffalo,Kentucky,L 75-95,2018,0,18,28,2017-18,2017,18,118,2017-18,2017,18,987,7275,7425,1105,998,2334,2115,0.473,0.472,754,803,1386,1569,0.544,0.512,351,195,948,546,0.37,0.357,486,649,695,930,0.699,0.698,36,37,27,26,9,11,0.75,0.703,3047,2840
988,Nevada,Cincinnati,W 75-73,2018,1,18,27,2017-18,2017,18,367,2017-18,2017,18,988,7500,7200,1049,944,2238,2100,0.469,0.45,695,682,1334,1358,0.521,0.502,354,262,904,742,0.392,0.353,603,523,812,756,0.743,0.692,37,36,29,31,8,5,0.784,0.861,3055,2673
989,Florida State,Xavier,W 75-70,2018,1,18,162,2017-18,2017,18,64,2017-18,2017,18,989,7099,7075,994,1011,2125,2055,0.468,0.492,721,737,1344,1319,0.536,0.559,273,274,781,736,0.35,0.372,543,657,786,843,0.691,0.779,35,35,23,29,12,6,0.657,0.829,2806,2953
990,Florida State,Gonzaga,W 75-60,2018,1,18,162,2017-18,2017,18,18,2017-18,2017,18,990,7099,7497,994,1125,2125,2261,0.468,0.498,721,797,1344,1370,0.536,0.582,273,328,781,891,0.35,0.368,543,513,786,725,0.691,0.708,35,37,23,32,12,5,0.657,0.865,2806,3091
991,Purdue,Cal St Fullerton,W 74-48,2018,1,18,55,2017-18,2017,18,1438,2017-18,2017,18,991,7425,6450,1033,804,2097,1721,0.493,0.467,680,637,1257,1221,0.541,0.522,353,167,840,500,0.42,0.334,555,543,747,745,0.743,0.729,37,32,30,20,7,12,0.811,0.625,2974,2318
992,UMBC,Virginia,W 74-54,2018,1,18,446,2017-18,2017,18,1582,2017-18,2017,18,992,7200,6825,926,848,2088,1844,0.443,0.46,562,601,1148,1199,0.49,0.501,364,247,940,645,0.387,0.383,414,340,641,451,0.646,0.754,36,34,25,31,11,3,0.694,0.912,2630,2283
993,Tennessee,Wright State,W 73-47,2018,1,18,557,2017-18,2017,18,780,2017-18,2017,18,993,7048,7050,885,873,2012,2019,0.44,0.432,612,636,1294,1316,0.473,0.483,273,237,718,703,0.38,0.337,541,517,715,723,0.757,0.715,35,35,26,25,9,10,0.743,0.714,2584,2500
994,S Dakota St.,Ohio State,L 73-81,2018,0,18,62,2017-18,2017,18,539,2017-18,2017,18,994,7075,6875,1003,951,2147,1980,0.467,0.48,629,712,1220,1302,0.516,0.547,374,239,927,678,0.403,0.353,578,450,759,616,0.762,0.731,35,34,28,25,7,9,0.8,0.735,2958,2591
995,Davidson,Kentucky,L 73-78,2018,0,18,720,2017-18,2017,18,118,2017-18,2017,18,995,6675,7425,899,998,1874,2115,0.48,0.472,546,803,967,1569,0.565,0.512,353,195,907,546,0.389,0.357,368,649,461,930,0.798,0.698,33,37,21,26,12,11,0.636,0.703,2519,2840
996,Texas A&M,Providence,W 73-69,2018,1,18,444,2017-18,2017,18,580,2017-18,2017,18,996,7001,7125,976,899,2121,2037,0.46,0.441,746,676,1421,1366,0.525,0.495,230,223,700,671,0.329,0.332,449,554,679,787,0.661,0.704,35,35,22,21,13,14,0.629,0.6,2631,2575
997,Butler,Purdue,L 73-76,2018,0,18,216,2017-18,2017,18,55,2017-18,2017,18,997,7150,7425,1020,1033,2155,2097,0.473,0.493,733,680,1350,1257,0.543,0.541,287,353,805,840,0.357,0.42,436,555,562,747,0.776,0.743,35,37,21,30,14,7,0.6,0.811,2763,2974
998,Cincinnati,Nevada,L 73-75,2018,0,18,367,2017-18,2017,18,27,2017-18,2017,18,998,7200,7500,944,1049,2100,2238,0.45,0.469,682,695,1358,1334,0.502,0.521,262,354,742,904,0.353,0.392,523,603,756,812,0.692,0.743,36,37,31,29,5,8,0.861,0.784,2673,3055
999,Texas A&M,Michigan,L 72-99,2018,0,18,444,2017-18,2017,18,34,2017-18,2017,18,999,7001,8275,976,1092,2121,2335,0.46,0.468,746,731,1421,1324,0.525,0.552,230,361,700,1011,0.329,0.357,449,474,679,717,0.661,0.661,35,41,22,33,13,8,0.629,0.805,2631,3019
1000,Radford,LIU,W 71-61,2018,1,18,1047,2017-18,2017,18,326,2017-18,2017,18,1000,7325,7025,850,935,2000,2055,0.425,0.455,573,656,1207,1240,0.475,0.529,277,279,793,815,0.349,0.342,445,547,614,786,0.725,0.696,36,35,23,18,13,17,0.639,0.514,2422,2696
1001,Marshall,West Virginia,L 71-94,2018,0,18,36,2017-18,2017,18,59,2017-18,2017,18,1001,7275,7425,1042,1036,2232,2374,0.467,0.436,680,714,1220,1463,0.557,0.488,362,322,1012,911,0.358,0.353,571,570,747,744,0.764,0.766,36,37,25,26,11,11,0.694,0.703,3017,2964
1002,Villanova,Texas Tech,W 71-59,2018,1,18,1,2017-18,2017,18,225,2017-18,2017,18,1002,8075,7450,1220,964,2440,2096,0.5,0.46,756,712,1282,1394,0.59,0.511,464,252,1158,702,0.401,0.359,559,579,718,823,0.779,0.704,40,37,36,27,4,10,0.9,0.73,3463,2759
1003,Texas Tech,Stephen F. Austin,W 70-60,2018,1,18,225,2017-18,2017,18,145,2017-18,2017,18,1003,7450,7000,964,1000,2096,2059,0.46,0.486,712,758,1394,1408,0.511,0.538,252,242,702,651,0.359,0.372,579,577,823,819,0.704,0.705,37,35,27,28,10,7,0.73,0.8,2759,2819
1004,Xavier,Florida State,L 70-75,2018,0,18,64,2017-18,2017,18,162,2017-18,2017,18,1004,7075,7099,1011,994,2055,2125,0.492,0.468,737,721,1319,1344,0.559,0.536,274,273,736,781,0.372,0.35,657,543,843,786,0.779,0.691,35,35,29,23,6,12,0.829,0.657,2953,2806
1005,Providence,Texas A&M,L 69-73,2018,0,18,580,2017-18,2017,18,444,2017-18,2017,18,1005,7125,7001,899,976,2037,2121,0.441,0.46,676,746,1366,1421,0.495,0.525,223,230,671,700,0.332,0.329,554,449,787,679,0.704,0.661,35,35,21,22,14,13,0.6,0.629,2575,2631
1006,Kansas State,Creighton,W 69-59,2018,1,18,448,2017-18,2017,18,228,2017-18,2017,18,1006,7425,6650,937,1008,2025,2050,0.463,0.492,683,665,1280,1127,0.534,0.59,254,343,745,923,0.341,0.372,502,397,684,531,0.734,0.748,37,33,25,21,12,12,0.676,0.636,2630,2756
1007,Texas Tech,Florida,W 69-66,2018,1,18,225,2017-18,2017,18,576,2017-18,2017,18,1007,7450,6874,964,893,2096,2065,0.46,0.432,712,585,1394,1233,0.511,0.474,252,308,702,832,0.359,0.37,579,483,823,673,0.704,0.718,37,34,27,21,10,13,0.73,0.618,2759,2577
1008,Loyola (IL),Nevada,W 69-68,2018,1,18,281,2017-18,2017,18,27,2017-18,2017,18,1008,7600,7500,995,1049,1963,2238,0.507,0.469,718,695,1263,1334,0.568,0.521,277,354,700,904,0.396,0.392,454,603,626,812,0.725,0.743,38,37,32,29,6,8,0.842,0.784,2721,3055
1009,Duke,Syracuse,W 69-65,2018,1,18,11,2017-18,2017,18,890,2017-18,2017,18,1009,7450,7500,1125,832,2288,1995,0.492,0.417,816,624,1457,1340,0.56,0.466,309,208,831,655,0.372,0.318,562,594,791,807,0.71,0.736,37,37,29,23,8,14,0.784,0.622,3121,2466
1010,Michigan,Loyola (IL),W 69-57,2018,1,18,34,2017-18,2017,18,281,2017-18,2017,18,1010,8275,7600,1092,995,2335,1963,0.468,0.507,731,718,1324,1263,0.552,0.568,361,277,1011,700,0.357,0.396,474,454,717,626,0.661,0.725,41,38,33,32,8,6,0.805,0.842,3019,2721
1011,Gonzaga,UNC Greensboro,W 68-64,2018,1,18,18,2017-18,2017,18,610,2017-18,2017,18,1011,7497,7150,1125,924,2261,2075,0.498,0.445,797,593,1370,1137,0.582,0.522,328,331,891,938,0.368,0.353,513,383,725,549,0.708,0.698,37,35,32,27,5,8,0.865,0.771,3091,2562
1012,Arizona,Buffalo,L 68-89,2018,0,18,147,2017-18,2017,18,28,2017-18,2017,18,1012,7100,7275,1009,1105,2003,2334,0.504,0.473,772,754,1361,1386,0.567,0.544,237,351,642,948,0.369,0.37,563,486,741,695,0.76,0.699,35,36,27,27,8,9,0.771,0.75,2818,3047
1013,Cincinnati,Georgia State,W 68-53,2018,1,18,367,2017-18,2017,18,493,2017-18,2017,18,1013,7200,7075,944,937,2100,2033,0.45,0.461,682,614,1358,1194,0.502,0.514,262,323,742,839,0.353,0.385,523,417,756,615,0.692,0.678,36,35,31,24,5,11,0.861,0.686,2673,2614
1014,Murray State,West Virginia,L 68-85,2018,0,18,732,2017-18,2017,18,59,2017-18,2017,18,1014,6400,7425,870,1036,1803,2374,0.483,0.436,599,714,1084,1463,0.553,0.488,271,322,719,911,0.377,0.353,504,570,687,744,0.734,0.766,32,37,26,26,6,11,0.813,0.703,2515,2964
1015,New Mexico St.,Clemson,L 68-79,2018,0,18,588,2017-18,2017,18,556,2017-18,2017,18,1015,6825,7051,963,899,2104,1971,0.458,0.456,705,611,1331,1185,0.53,0.516,258,288,773,786,0.334,0.366,388,498,603,660,0.643,0.755,34,35,28,25,6,10,0.824,0.714,2572,2584
1016,Nevada,Loyola (IL),L 68-69,2018,0,18,27,2017-18,2017,18,281,2017-18,2017,18,1016,7500,7600,1049,995,2238,1963,0.469,0.507,695,718,1334,1263,0.521,0.568,354,277,904,700,0.392,0.396,603,454,812,626,0.743,0.725,37,38,29,32,8,6,0.784,0.842,3055,2721
1017,Iona,Duke,L 67-89,2018,0,18,313,2017-18,2017,18,11,2017-18,2017,18,1017,6925,7450,957,1125,2076,2288,0.461,0.492,633,816,1230,1457,0.515,0.56,324,309,846,831,0.383,0.372,462,562,626,791,0.738,0.71,34,37,20,29,14,8,0.588,0.784,2702,3121
1018,Houston,San Diego State,W 67-65,2018,1,18,343,2017-18,2017,18,663,2017-18,2017,18,1018,7000,6600,952,902,2066,1967,0.461,0.459,655,663,1298,1258,0.505,0.527,297,239,768,709,0.387,0.337,484,502,674,702,0.718,0.715,35,33,27,22,8,11,0.771,0.667,2685,2545
1019,Florida State,Missouri,W 67-54,2018,1,18,162,2017-18,2017,18,1135,2017-18,2017,18,1019,7099,6651,994,794,2125,1765,0.468,0.45,721,488,1344,966,0.536,0.505,273,306,781,799,0.35,0.383,543,505,786,688,0.691,0.734,35,33,23,20,12,13,0.657,0.606,2806,2399
1020,Lipscomb,UNC,L 66-84,2018,0,18,299,2017-18,2017,18,35,2017-18,2017,18,1020,6700,7425,924,1105,2040,2417,0.453,0.457,657,800,1227,1568,0.535,0.51,267,305,813,849,0.328,0.359,593,503,826,677,0.718,0.743,33,37,23,26,10,11,0.697,0.703,2708,3018
1021,Florida,Texas Tech,L 66-69,2018,0,18,576,2017-18,2017,18,225,2017-18,2017,18,1021,6874,7450,893,964,2065,2096,0.432,0.46,585,712,1233,1394,0.474,0.511,308,252,832,702,0.37,0.359,483,579,673,823,0.718,0.704,34,37,21,27,13,10,0.618,0.73,2577,2759
1022,St. Bonaventure,UCLA,W 65-58,2018,1,18,477,2017-18,2017,18,356,2017-18,2017,18,1022,6898,6750,884,927,1959,2014,0.451,0.46,629,617,1298,1201,0.485,0.514,255,310,661,813,0.386,0.381,597,515,794,715,0.752,0.72,34,33,26,21,8,12,0.765,0.636,2620,2679
1023,San Diego State,Houston,L 65-67,2018,0,18,663,2017-18,2017,18,343,2017-18,2017,18,1023,6600,7000,902,952,1967,2066,0.459,0.461,663,655,1258,1298,0.527,0.505,239,297,709,768,0.337,0.387,502,484,702,674,0.715,0.718,33,35,22,27,11,8,0.667,0.771,2545,2685
1024,UNC,Texas A&M,L 65-86,2018,0,18,35,2017-18,2017,18,444,2017-18,2017,18,1024,7425,7001,1105,976,2417,2121,0.457,0.46,800,746,1568,1421,0.51,0.525,305,230,849,700,0.359,0.329,503,449,677,679,0.743,0.661,37,35,26,22,11,13,0.703,0.629,3018,2631
1025,Syracuse,Duke,L 65-69,2018,0,18,890,2017-18,2017,18,11,2017-18,2017,18,1025,7500,7450,832,1125,1995,2288,0.417,0.492,624,816,1340,1457,0.466,0.56,208,309,655,831,0.318,0.372,594,562,807,791,0.736,0.71,37,37,23,29,14,8,0.622,0.784,2466,3121
1026,Purdue,Texas Tech,L 65-78,2018,0,18,55,2017-18,2017,18,225,2017-18,2017,18,1026,7425,7450,1033,964,2097,2096,0.493,0.46,680,712,1257,1394,0.541,0.511,353,252,840,702,0.42,0.359,555,579,747,823,0.743,0.704,37,37,30,27,7,10,0.811,0.73,2974,2759
1027,Texas Southern,N.C. Central,W 64-46,2018,1,18,179,2017-18,2017,18,717,2017-18,2017,18,1027,7251,7024,925,949,2111,2060,0.438,0.461,645,737,1330,1420,0.485,0.519,280,212,781,640,0.359,0.331,657,410,906,597,0.725,0.687,36,35,16,19,20,16,0.444,0.543,2787,2520
1028,UNC Greensboro,Gonzaga,L 64-68,2018,0,18,610,2017-18,2017,18,18,2017-18,2017,18,1028,7150,7497,924,1125,2075,2261,0.445,0.498,593,797,1137,1370,0.522,0.582,331,328,938,891,0.353,0.368,383,513,549,725,0.698,0.708,35,37,27,32,8,5,0.771,0.865,2562,3091
1029,Loyola (IL),Miami (FL),W 64-62,2018,1,18,281,2017-18,2017,18,1265,2017-18,2017,18,1029,7600,6450,995,875,1963,1881,0.507,0.465,718,628,1263,1203,0.568,0.522,277,247,700,678,0.396,0.364,454,362,626,547,0.725,0.662,38,32,32,22,6,10,0.842,0.688,2721,2361
1030,Michigan,Houston,W 64-63,2018,1,18,34,2017-18,2017,18,343,2017-18,2017,18,1030,8275,7000,1092,952,2335,2066,0.468,0.461,731,655,1324,1298,0.552,0.505,361,297,1011,768,0.357,0.387,474,484,717,674,0.661,0.718,41,35,33,27,8,8,0.805,0.771,3019,2685
1031,Loyola (IL),Tennessee,W 63-62,2018,1,18,281,2017-18,2017,18,557,2017-18,2017,18,1031,7600,7048,995,885,1963,2012,0.507,0.44,718,612,1263,1294,0.568,0.473,277,273,700,718,0.396,0.38,454,541,626,715,0.725,0.757,38,35,32,26,6,9,0.842,0.743,2721,2584
