"team1","Schl","Result","year","outcome","Year.x","Random.x","Season.x","G.x","W.x","L.x","W.L..x","MP.x","FG.x","FGA.x","FG..x","X2P.x","X2PA.x","X2P..x","X3P.x","X3PA.x","X3P..x","FT.x","FTA.x","FT..x","PTS.x","SeasonStart.x","Year.y","Random.y","Season.y","G.y","W.y","L.y","W.L..y","MP.y","FG.y","FGA.y","FG..y","X2P.y","X2PA.y","X2P..y","X3P.y","X3PA.y","X3P..y","FT.y","FTA.y","FT..y","PTS.y","SeasonStart.y","Year"
"Duke","Kansas","L 81-85 (OT)",2018,0,18,11,"2017-18","37","29","8","0.784","7450","1125","2288","0.492","816","1457","0.56","309","831","0.372","562","791","0.71","3121","2017",18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18
"Kansas","Clemson","W 80-76",2018,1,18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18,556,"2017-18","35","25","10","0.714","7051","899","1971","0.456","611","1185","0.516","288","786","0.366","498","660","0.755","2584","2017",18
"Butler","Arkansas","W 79-62",2018,1,18,216,"2017-18","35","21","14","0.6","7150","1020","2155","0.473","733","1350","0.543","287","805","0.357","436","562","0.776","2763","2017",18,144,"2017-18","35","23","12","0.657","7075","1005","2119","0.474","736","1438","0.512","269","681","0.395","540","793","0.681","2819","2017",18
"Clemson","New Mexico St.","W 79-68",2018,1,18,556,"2017-18","35","25","10","0.714","7051","899","1971","0.456","611","1185","0.516","288","786","0.366","498","660","0.755","2584","2017",18,588,"2017-18","34","28","6","0.824","6825","963","2104","0.458","705","1331","0.53","258","773","0.334","388","603","0.643","2572","2017",18
"Seton Hall","Kansas","L 79-83",2018,0,18,317,"2017-18","34","22","12","0.647","6850","971","2073","0.468","721","1388","0.519","250","685","0.365","509","729","0.698","2701","2017",18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18
"Kansas","Villanova","L 79-95",2018,0,18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18
"Villanova","Michigan","W 79-62",2018,1,18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18
"Oklahoma","Rhode Island","L 78-83 (OT)",2018,0,18,285,"2017-18","32","18","14","0.563","6475","954","2063","0.462","654","1227","0.533","300","836","0.359","510","684","0.746","2718","2017",18,559,"2017-18","34","26","8","0.765","6849","954","2096","0.455","718","1426","0.504","236","670","0.352","439","630","0.697","2583","2017",18
"Kentucky","Davidson","W 78-73",2018,1,18,118,"2017-18","37","26","11","0.703","7425","998","2115","0.472","803","1569","0.512","195","546","0.357","649","930","0.698","2840","2017",18,720,"2017-18","33","21","12","0.636","6675","899","1874","0.48","546","967","0.565","353","907","0.389","368","461","0.798","2519","2017",18
"Bucknell","Michigan State","L 78-82",2018,0,18,122,"2017-18","35","25","10","0.714","7100","965","2050","0.471","685","1246","0.55","280","804","0.348","627","872","0.719","2837","2017",18,161,"2017-18","35","30","5","0.857","7025","991","1996","0.496","701","1271","0.552","290","725","0.4","535","716","0.747","2807","2017",18
"West Virginia","Villanova","L 78-90",2018,0,18,59,"2017-18","37","26","11","0.703","7425","1036","2374","0.436","714","1463","0.488","322","911","0.353","570","744","0.766","2964","2017",18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18
"Texas Tech","Purdue","W 78-65",2018,1,18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18,55,"2017-18","37","30","7","0.811","7425","1033","2097","0.493","680","1257","0.541","353","840","0.42","555","747","0.743","2974","2017",18
"Loyola (IL)","Kansas State","W 78-62",2018,1,18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18
"Florida","St. Bonaventure","W 77-62",2018,1,18,576,"2017-18","34","21","13","0.618","6874","893","2065","0.432","585","1233","0.474","308","832","0.37","483","673","0.718","2577","2017",18,477,"2017-18","34","26","8","0.765","6898","884","1959","0.451","629","1298","0.485","255","661","0.386","597","794","0.752","2620","2017",18
"Kansas","Penn","W 76-60",2018,1,18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18,758,"2017-18","33","24","9","0.727","6775","893","1948","0.458","602","1117","0.539","291","831","0.35","429","651","0.659","2506","2017",18
"Purdue","Butler","W 76-73",2018,1,18,55,"2017-18","37","30","7","0.811","7425","1033","2097","0.493","680","1257","0.541","353","840","0.42","555","747","0.743","2974","2017",18,216,"2017-18","35","21","14","0.6","7150","1020","2155","0.473","733","1350","0.543","287","805","0.357","436","562","0.776","2763","2017",18
"Clemson","Kansas","L 76-80",2018,0,18,556,"2017-18","35","25","10","0.714","7051","899","1971","0.456","611","1185","0.516","288","786","0.366","498","660","0.755","2584","2017",18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18
"Wichita State","Marshall","L 75-81",2018,0,18,260,"2017-18","33","25","8","0.758","6650","957","2009","0.476","657","1222","0.538","300","787","0.381","517","700","0.739","2731","2017",18,36,"2017-18","36","25","11","0.694","7275","1042","2232","0.467","680","1220","0.557","362","1012","0.358","571","747","0.764","3017","2017",18
"Buffalo","Kentucky","L 75-95",2018,0,18,28,"2017-18","36","27","9","0.75","7275","1105","2334","0.473","754","1386","0.544","351","948","0.37","486","695","0.699","3047","2017",18,118,"2017-18","37","26","11","0.703","7425","998","2115","0.472","803","1569","0.512","195","546","0.357","649","930","0.698","2840","2017",18
"Nevada","Cincinnati","W 75-73",2018,1,18,27,"2017-18","37","29","8","0.784","7500","1049","2238","0.469","695","1334","0.521","354","904","0.392","603","812","0.743","3055","2017",18,367,"2017-18","36","31","5","0.861","7200","944","2100","0.45","682","1358","0.502","262","742","0.353","523","756","0.692","2673","2017",18
"Florida State","Xavier","W 75-70",2018,1,18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18,64,"2017-18","35","29","6","0.829","7075","1011","2055","0.492","737","1319","0.559","274","736","0.372","657","843","0.779","2953","2017",18
"Florida State","Gonzaga","W 75-60",2018,1,18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18,18,"2017-18","37","32","5","0.865","7497","1125","2261","0.498","797","1370","0.582","328","891","0.368","513","725","0.708","3091","2017",18
"Purdue","Cal St Fullerton","W 74-48",2018,1,18,55,"2017-18","37","30","7","0.811","7425","1033","2097","0.493","680","1257","0.541","353","840","0.42","555","747","0.743","2974","2017",18,1438,"2017-18","32","20","12","0.625","6450","804","1721","0.467","637","1221","0.522","167","500","0.334","543","745","0.729","2318","2017",18
"UMBC","Virginia","W 74-54",2018,1,18,446,"2017-18","36","25","11","0.694","7200","926","2088","0.443","562","1148","0.49","364","940","0.387","414","641","0.646","2630","2017",18,1582,"2017-18","34","31","3","0.912","6825","848","1844","0.46","601","1199","0.501","247","645","0.383","340","451","0.754","2283","2017",18
"Tennessee","Wright State","W 73-47",2018,1,18,557,"2017-18","35","26","9","0.743","7048","885","2012","0.44","612","1294","0.473","273","718","0.38","541","715","0.757","2584","2017",18,780,"2017-18","35","25","10","0.714","7050","873","2019","0.432","636","1316","0.483","237","703","0.337","517","723","0.715","2500","2017",18
"S Dakota St.","Ohio State","L 73-81",2018,0,18,62,"2017-18","35","28","7","0.8","7075","1003","2147","0.467","629","1220","0.516","374","927","0.403","578","759","0.762","2958","2017",18,539,"2017-18","34","25","9","0.735","6875","951","1980","0.48","712","1302","0.547","239","678","0.353","450","616","0.731","2591","2017",18
"Davidson","Kentucky","L 73-78",2018,0,18,720,"2017-18","33","21","12","0.636","6675","899","1874","0.48","546","967","0.565","353","907","0.389","368","461","0.798","2519","2017",18,118,"2017-18","37","26","11","0.703","7425","998","2115","0.472","803","1569","0.512","195","546","0.357","649","930","0.698","2840","2017",18
"Texas A&M","Providence","W 73-69",2018,1,18,444,"2017-18","35","22","13","0.629","7001","976","2121","0.46","746","1421","0.525","230","700","0.329","449","679","0.661","2631","2017",18,580,"2017-18","35","21","14","0.6","7125","899","2037","0.441","676","1366","0.495","223","671","0.332","554","787","0.704","2575","2017",18
"Butler","Purdue","L 73-76",2018,0,18,216,"2017-18","35","21","14","0.6","7150","1020","2155","0.473","733","1350","0.543","287","805","0.357","436","562","0.776","2763","2017",18,55,"2017-18","37","30","7","0.811","7425","1033","2097","0.493","680","1257","0.541","353","840","0.42","555","747","0.743","2974","2017",18
"Cincinnati","Nevada","L 73-75",2018,0,18,367,"2017-18","36","31","5","0.861","7200","944","2100","0.45","682","1358","0.502","262","742","0.353","523","756","0.692","2673","2017",18,27,"2017-18","37","29","8","0.784","7500","1049","2238","0.469","695","1334","0.521","354","904","0.392","603","812","0.743","3055","2017",18
"Texas A&M","Michigan","L 72-99",2018,0,18,444,"2017-18","35","22","13","0.629","7001","976","2121","0.46","746","1421","0.525","230","700","0.329","449","679","0.661","2631","2017",18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18
"Radford","LIU","W 71-61",2018,1,18,1047,"2017-18","36","23","13","0.639","7325","850","2000","0.425","573","1207","0.475","277","793","0.349","445","614","0.725","2422","2017",18,326,"2017-18","35","18","17","0.514","7025","935","2055","0.455","656","1240","0.529","279","815","0.342","547","786","0.696","2696","2017",18
"Marshall","West Virginia","L 71-94",2018,0,18,36,"2017-18","36","25","11","0.694","7275","1042","2232","0.467","680","1220","0.557","362","1012","0.358","571","747","0.764","3017","2017",18,59,"2017-18","37","26","11","0.703","7425","1036","2374","0.436","714","1463","0.488","322","911","0.353","570","744","0.766","2964","2017",18
"Villanova","Texas Tech","W 71-59",2018,1,18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18
"Texas Tech","Stephen F. Austin","W 70-60",2018,1,18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18,145,"2017-18","35","28","7","0.8","7000","1000","2059","0.486","758","1408","0.538","242","651","0.372","577","819","0.705","2819","2017",18
"Xavier","Florida State","L 70-75",2018,0,18,64,"2017-18","35","29","6","0.829","7075","1011","2055","0.492","737","1319","0.559","274","736","0.372","657","843","0.779","2953","2017",18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18
"Providence","Texas A&M","L 69-73",2018,0,18,580,"2017-18","35","21","14","0.6","7125","899","2037","0.441","676","1366","0.495","223","671","0.332","554","787","0.704","2575","2017",18,444,"2017-18","35","22","13","0.629","7001","976","2121","0.46","746","1421","0.525","230","700","0.329","449","679","0.661","2631","2017",18
"Kansas State","Creighton","W 69-59",2018,1,18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18,228,"2017-18","33","21","12","0.636","6650","1008","2050","0.492","665","1127","0.59","343","923","0.372","397","531","0.748","2756","2017",18
"Texas Tech","Florida","W 69-66",2018,1,18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18,576,"2017-18","34","21","13","0.618","6874","893","2065","0.432","585","1233","0.474","308","832","0.37","483","673","0.718","2577","2017",18
"Loyola (IL)","Nevada","W 69-68",2018,1,18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18,27,"2017-18","37","29","8","0.784","7500","1049","2238","0.469","695","1334","0.521","354","904","0.392","603","812","0.743","3055","2017",18
"Duke","Syracuse","W 69-65",2018,1,18,11,"2017-18","37","29","8","0.784","7450","1125","2288","0.492","816","1457","0.56","309","831","0.372","562","791","0.71","3121","2017",18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18
"Michigan","Loyola (IL)","W 69-57",2018,1,18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18
"Gonzaga","UNC Greensboro","W 68-64",2018,1,18,18,"2017-18","37","32","5","0.865","7497","1125","2261","0.498","797","1370","0.582","328","891","0.368","513","725","0.708","3091","2017",18,610,"2017-18","35","27","8","0.771","7150","924","2075","0.445","593","1137","0.522","331","938","0.353","383","549","0.698","2562","2017",18
"Arizona","Buffalo","L 68-89",2018,0,18,147,"2017-18","35","27","8","0.771","7100","1009","2003","0.504","772","1361","0.567","237","642","0.369","563","741","0.76","2818","2017",18,28,"2017-18","36","27","9","0.75","7275","1105","2334","0.473","754","1386","0.544","351","948","0.37","486","695","0.699","3047","2017",18
"Cincinnati","Georgia State","W 68-53",2018,1,18,367,"2017-18","36","31","5","0.861","7200","944","2100","0.45","682","1358","0.502","262","742","0.353","523","756","0.692","2673","2017",18,493,"2017-18","35","24","11","0.686","7075","937","2033","0.461","614","1194","0.514","323","839","0.385","417","615","0.678","2614","2017",18
"Murray State","West Virginia","L 68-85",2018,0,18,732,"2017-18","32","26","6","0.813","6400","870","1803","0.483","599","1084","0.553","271","719","0.377","504","687","0.734","2515","2017",18,59,"2017-18","37","26","11","0.703","7425","1036","2374","0.436","714","1463","0.488","322","911","0.353","570","744","0.766","2964","2017",18
"New Mexico St.","Clemson","L 68-79",2018,0,18,588,"2017-18","34","28","6","0.824","6825","963","2104","0.458","705","1331","0.53","258","773","0.334","388","603","0.643","2572","2017",18,556,"2017-18","35","25","10","0.714","7051","899","1971","0.456","611","1185","0.516","288","786","0.366","498","660","0.755","2584","2017",18
"Nevada","Loyola (IL)","L 68-69",2018,0,18,27,"2017-18","37","29","8","0.784","7500","1049","2238","0.469","695","1334","0.521","354","904","0.392","603","812","0.743","3055","2017",18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18
"Iona","Duke","L 67-89",2018,0,18,313,"2017-18","34","20","14","0.588","6925","957","2076","0.461","633","1230","0.515","324","846","0.383","462","626","0.738","2702","2017",18,11,"2017-18","37","29","8","0.784","7450","1125","2288","0.492","816","1457","0.56","309","831","0.372","562","791","0.71","3121","2017",18
"Houston","San Diego State","W 67-65",2018,1,18,343,"2017-18","35","27","8","0.771","7000","952","2066","0.461","655","1298","0.505","297","768","0.387","484","674","0.718","2685","2017",18,663,"2017-18","33","22","11","0.667","6600","902","1967","0.459","663","1258","0.527","239","709","0.337","502","702","0.715","2545","2017",18
"Florida State","Missouri","W 67-54",2018,1,18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18,1135,"2017-18","33","20","13","0.606","6651","794","1765","0.45","488","966","0.505","306","799","0.383","505","688","0.734","2399","2017",18
"Lipscomb","UNC","L 66-84",2018,0,18,299,"2017-18","33","23","10","0.697","6700","924","2040","0.453","657","1227","0.535","267","813","0.328","593","826","0.718","2708","2017",18,35,"2017-18","37","26","11","0.703","7425","1105","2417","0.457","800","1568","0.51","305","849","0.359","503","677","0.743","3018","2017",18
"Florida","Texas Tech","L 66-69",2018,0,18,576,"2017-18","34","21","13","0.618","6874","893","2065","0.432","585","1233","0.474","308","832","0.37","483","673","0.718","2577","2017",18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18
"St. Bonaventure","UCLA","W 65-58",2018,1,18,477,"2017-18","34","26","8","0.765","6898","884","1959","0.451","629","1298","0.485","255","661","0.386","597","794","0.752","2620","2017",18,356,"2017-18","33","21","12","0.636","6750","927","2014","0.46","617","1201","0.514","310","813","0.381","515","715","0.72","2679","2017",18
"San Diego State","Houston","L 65-67",2018,0,18,663,"2017-18","33","22","11","0.667","6600","902","1967","0.459","663","1258","0.527","239","709","0.337","502","702","0.715","2545","2017",18,343,"2017-18","35","27","8","0.771","7000","952","2066","0.461","655","1298","0.505","297","768","0.387","484","674","0.718","2685","2017",18
"UNC","Texas A&M","L 65-86",2018,0,18,35,"2017-18","37","26","11","0.703","7425","1105","2417","0.457","800","1568","0.51","305","849","0.359","503","677","0.743","3018","2017",18,444,"2017-18","35","22","13","0.629","7001","976","2121","0.46","746","1421","0.525","230","700","0.329","449","679","0.661","2631","2017",18
"Syracuse","Duke","L 65-69",2018,0,18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18,11,"2017-18","37","29","8","0.784","7450","1125","2288","0.492","816","1457","0.56","309","831","0.372","562","791","0.71","3121","2017",18
"Purdue","Texas Tech","L 65-78",2018,0,18,55,"2017-18","37","30","7","0.811","7425","1033","2097","0.493","680","1257","0.541","353","840","0.42","555","747","0.743","2974","2017",18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18
"Texas Southern","N.C. Central","W 64-46",2018,1,18,179,"2017-18","36","16","20","0.444","7251","925","2111","0.438","645","1330","0.485","280","781","0.359","657","906","0.725","2787","2017",18,717,"2017-18","35","19","16","0.543","7024","949","2060","0.461","737","1420","0.519","212","640","0.331","410","597","0.687","2520","2017",18
"UNC Greensboro","Gonzaga","L 64-68",2018,0,18,610,"2017-18","35","27","8","0.771","7150","924","2075","0.445","593","1137","0.522","331","938","0.353","383","549","0.698","2562","2017",18,18,"2017-18","37","32","5","0.865","7497","1125","2261","0.498","797","1370","0.582","328","891","0.368","513","725","0.708","3091","2017",18
"Loyola (IL)","Miami (FL)","W 64-62",2018,1,18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18,1265,"2017-18","32","22","10","0.688","6450","875","1881","0.465","628","1203","0.522","247","678","0.364","362","547","0.662","2361","2017",18
"Michigan","Houston","W 64-63",2018,1,18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18,343,"2017-18","35","27","8","0.771","7000","952","2066","0.461","655","1298","0.505","297","768","0.387","484","674","0.718","2685","2017",18
"Loyola (IL)","Tennessee","W 63-62",2018,1,18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18,557,"2017-18","35","26","9","0.743","7048","885","2012","0.44","612","1294","0.473","273","718","0.38","541","715","0.757","2584","2017",18
"Houston","Michigan","L 63-64",2018,0,18,343,"2017-18","35","27","8","0.771","7000","952","2066","0.461","655","1298","0.505","297","768","0.387","484","674","0.718","2685","2017",18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18
"Miami (FL)","Loyola (IL)","L 62-64",2018,0,18,1265,"2017-18","32","22","10","0.688","6450","875","1881","0.465","628","1203","0.522","247","678","0.364","362","547","0.662","2361","2017",18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18
"St. Bonaventure","Florida","L 62-77",2018,0,18,477,"2017-18","34","26","8","0.765","6898","884","1959","0.451","629","1298","0.485","255","661","0.386","597","794","0.752","2620","2017",18,576,"2017-18","34","21","13","0.618","6874","893","2065","0.432","585","1233","0.474","308","832","0.37","483","673","0.718","2577","2017",18
"Arkansas","Butler","L 62-79",2018,0,18,144,"2017-18","35","23","12","0.657","7075","1005","2119","0.474","736","1438","0.512","269","681","0.395","540","793","0.681","2819","2017",18,216,"2017-18","35","21","14","0.6","7150","1020","2155","0.473","733","1350","0.543","287","805","0.357","436","562","0.776","2763","2017",18
"Auburn","Charleston","W 62-58",2018,1,18,183,"2017-18","34","26","8","0.765","6800","906","2102","0.431","582","1194","0.487","324","908","0.357","647","836","0.774","2783","2017",18,679,"2017-18","34","26","8","0.765","6925","875","1905","0.459","616","1185","0.52","259","720","0.36","527","699","0.754","2536","2017",18
"Rhode Island","Duke","L 62-87",2018,0,18,559,"2017-18","34","26","8","0.765","6849","954","2096","0.455","718","1426","0.504","236","670","0.352","439","630","0.697","2583","2017",18,11,"2017-18","37","29","8","0.784","7450","1125","2288","0.492","816","1457","0.56","309","831","0.372","562","791","0.71","3121","2017",18
"Tennessee","Loyola (IL)","L 62-63",2018,0,18,557,"2017-18","35","26","9","0.743","7048","885","2012","0.44","612","1294","0.473","273","718","0.38","541","715","0.757","2584","2017",18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18
"Kansas State","Loyola (IL)","L 62-78",2018,0,18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18
"Michigan","Villanova","L 62-79",2018,0,18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18
"LIU","Radford","L 61-71",2018,0,18,326,"2017-18","35","18","17","0.514","7025","935","2055","0.455","656","1240","0.529","279","815","0.342","547","786","0.696","2696","2017",18,1047,"2017-18","36","23","13","0.639","7325","850","2000","0.425","573","1207","0.475","277","793","0.349","445","614","0.725","2422","2017",18
"Radford","Villanova","L 61-87",2018,0,18,1047,"2017-18","36","23","13","0.639","7325","850","2000","0.425","573","1207","0.475","277","793","0.349","445","614","0.725","2422","2017",18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18
"Michigan","Montana","W 61-47",2018,1,18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18,461,"2017-18","34","26","8","0.765","6900","944","2021","0.467","758","1472","0.515","186","549","0.339","551","780","0.706","2625","2017",18
"Kansas State","Kentucky","W 61-58",2018,1,18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18,118,"2017-18","37","26","11","0.703","7425","998","2115","0.472","803","1569","0.512","195","546","0.357","649","930","0.698","2840","2017",18
"Syracuse","Arizona State","W 60-56",2018,1,18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18,414,"2017-18","32","20","12","0.625","6431","888","1920","0.463","600","1127","0.532","288","793","0.363","581","793","0.733","2645","2017",18
"Penn","Kansas","L 60-76",2018,0,18,758,"2017-18","33","24","9","0.727","6775","893","1948","0.458","602","1117","0.539","291","831","0.35","429","651","0.659","2506","2017",18,9,"2017-18","39","31","8","0.795","7825","1165","2366","0.492","774","1392","0.556","391","974","0.401","453","640","0.708","3174","2017",18
"Stephen F. Austin","Texas Tech","L 60-70",2018,0,18,145,"2017-18","35","28","7","0.8","7000","1000","2059","0.486","758","1408","0.538","242","651","0.372","577","819","0.705","2819","2017",18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18
"Gonzaga","Florida State","L 60-75",2018,0,18,18,"2017-18","37","32","5","0.865","7497","1125","2261","0.498","797","1370","0.582","328","891","0.368","513","725","0.708","3091","2017",18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18
"Creighton","Kansas State","L 59-69",2018,0,18,228,"2017-18","33","21","12","0.636","6650","1008","2050","0.492","665","1127","0.59","343","923","0.372","397","531","0.748","2756","2017",18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18
"Texas Tech","Villanova","L 59-71",2018,0,18,225,"2017-18","37","27","10","0.73","7450","964","2096","0.46","712","1394","0.511","252","702","0.359","579","823","0.704","2759","2017",18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18
"UCLA","St. Bonaventure","L 58-65",2018,0,18,356,"2017-18","33","21","12","0.636","6750","927","2014","0.46","617","1201","0.514","310","813","0.381","515","715","0.72","2679","2017",18,477,"2017-18","34","26","8","0.765","6898","884","1959","0.451","629","1298","0.485","255","661","0.386","597","794","0.752","2620","2017",18
"Charleston","Auburn","L 58-62",2018,0,18,679,"2017-18","34","26","8","0.765","6925","875","1905","0.459","616","1185","0.52","259","720","0.36","527","699","0.754","2536","2017",18,183,"2017-18","34","26","8","0.765","6800","906","2102","0.431","582","1194","0.487","324","908","0.357","647","836","0.774","2783","2017",18
"Alabama","Villanova","L 58-81",2018,0,18,510,"2017-18","36","20","16","0.556","7177","910","1975","0.461","681","1273","0.535","229","702","0.326","555","828","0.67","2604","2017",18,1,"2017-18","40","36","4","0.9","8075","1220","2440","0.5","756","1282","0.59","464","1158","0.401","559","718","0.779","3463","2017",18
"Kentucky","Kansas State","L 58-61",2018,0,18,118,"2017-18","37","26","11","0.703","7425","998","2115","0.472","803","1569","0.512","195","546","0.357","649","930","0.698","2840","2017",18,448,"2017-18","37","25","12","0.676","7425","937","2025","0.463","683","1280","0.534","254","745","0.341","502","684","0.734","2630","2017",18
"Michigan","Florida State","W 58-54",2018,1,18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18,162,"2017-18","35","23","12","0.657","7099","994","2125","0.468","721","1344","0.536","273","781","0.35","543","786","0.691","2806","2017",18
"Syracuse","TCU","W 57-52",2018,1,18,890,"2017-18","37","23","14","0.622","7500","832","1995","0.417","624","1340","0.466","208","655","0.318","594","807","0.736","2466","2017",18,301,"2017-18","33","21","12","0.636","6725","979","1973","0.496","705","1279","0.551","274","694","0.395","476","674","0.706","2708","2017",18
"Loyola (IL)","Michigan","L 57-69",2018,0,18,281,"2017-18","38","32","6","0.842","7600","995","1963","0.507","718","1263","0.568","277","700","0.396","454","626","0.725","2721","2017",18,34,"2017-18","41","33","8","0.805","8275","1092","2335","0.468","731","1324","0.552","361","1011","0.357","474","717","0.661","3019","2017",18
